Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,TPC_cfu_g,TPC_Limit,TPC_Result,YM_cfu_g,YM_Limit,YM_Result,Coliform_MPN_g,Coliform_Limit,Coliform_Result,Overall_Status,Reviewed_By
MCR-0319,BCH-2022-0319,Masala Peanuts,Line A,2023-06-14 00:00:00,Jun-2023,Suresh B.,3866.0,10000,PASS,2415.0,500,FAIL,,10,PASS,FAIL,Ramesh K.
MCR-0320,BCH-2022-0320,Tapioca Crisps,Line B,2023-06-15 00:00:00,Jun-2023,Leena D.,8134.0,10000,PASS,392.0,500,PASS,2.6,10,PASS,PASS,Priya S.
MCR-0321,BCH-2022-0321,Jackfruit Chips,Line C,2023-06-16 00:00:00,Jun-2023,Sagar A.,2995.0,10000,PASS,26.0,500,PASS,2.1,10,PASS,PASS,Anand M.
MCR-0322,BCH-2022-0322,Okra Chips,Line D,2023-06-17 00:00:00,Jun-2023,Priya S.,8236.0,10000,PASS,426.0,500,PASS,17.9,10,FAIL,FAIL,Sagar A.
MCR-0323,BCH-2022-0323,Roasted Corn,Line E,2023-06-18 00:00:00,Jun-2023,Anand M.,594.0,10000,PASS,203.0,500,PASS,0.9,10,PASS,PASS,Divya N.
MCR-0324,BCH-2022-0324,Chickpea Snacks,Line F,2023-06-19 00:00:00,Jun-2023,Meena R.,8252.0,10000,PASS,261.0,500,PASS,3.6,10,PASS,PASS,Karthik V.
MCR-0325,BCH-2022-0325,Banana Chips,Line A,2023-06-21 00:00:00,Jun-2023,Karthik V.,7860.0,10000,PASS,3515.0,500,FAIL,5.6,10,PASS,FAIL,Meena R.
MCR-0326,BCH-2022-0326,Sweet Potato Chips,Line B,2023-06-22 00:00:00,Jun-2023,Divya N.,12771.0,10000,FAIL,307.0,500,PASS,5.0,10,PASS,FAIL,Suresh B.
MCR-0327,BCH-2022-0327,  Masala Peanuts ,Line C,2023-06-24 00:00:00,Jun-2023,Suresh B.,1654.0,10000,PASS,,500,PASS,7.0,10,PASS,PASS,Ramesh K.
MCR-0328,BCH-2022-0328,Tapioca Crisps,Line D,2023-06-26 00:00:00,Jun-2023,Leena D.,8572.0,10000,PASS,178.0,500,PASS,26.5,10,FAIL,FAIL,Priya S.
MCR-0329,BCH-2022-0329,Jackfruit Chips,Line E,2023-06-27 00:00:00,Jun-2023,Sagar A.,2633.0,10000,PASS,49.0,500,PASS,4.3,10,PASS,PASS,Anand M.
MCR-0330,BCH-2022-0330,Okra Chips,Line F,2023-06-28 00:00:00,Jun-2023,Priya S.,-999.0,10000,PASS,139.0,500,PASS,,10,PASS,PASS,Sagar A.
MCR-0331,BCH-2022-0331,Roasted Corn,Line A,2023-06-29 00:00:00,Jun-2023,Anand M.,7029.0,10000,PASS,247.0,500,PASS,7.2,10,PASS,PASS,Divya N.
MCR-0332,BCH-2022-0332,  Chickpea Snacks ,Line B,2023-07-01 00:00:00,Jun-2023,Meena R.,9418.0,10000,PASS,195.0,500,PASS,2.1,10,PASS,PASSS,Karthik V.
MCR-0333,BCH-2022-0333,Banana Chips,Line C,2023-07-02 00:00:00,Jul-2023,Karthik V.,,10000,PASS,56.0,500,PASS,4.4,10,PASS,PASSS,Meena R.
MCR-0334,BCH-2022-0334,  Sweet Potato Chips ,Line D,2023-07-03 00:00:00,Jul-2023,Divya N.,5633.0,10000,PASS,373.0,500,PASS,2.5,10,PASS,PASS,Suresh B.
MCR-0335,BCH-2022-0335,  Masala Peanuts ,Line E,2023-07-04 00:00:00,Jul-2023,Suresh B.,,10000,PASS,468.0,500,PASS,6.9,10,PASS,PASS,Ramesh K.
MCR-0336,BCH-2022-0336,Tapioca Crisps,Line F,2023-07-09 00:00:00,Jul-2023,Leena D.,,10000,PASS,141.0,500,PASS,2.1,10,PASS,PASS,Priya S.
MCR-0337,BCH-2022-0337,Jackfruit Chips,Line A,2023-07-11 00:00:00,Jul-2023,Sagar A.,7780.0,10000,PASS,78.0,500,PASS,1.6,10,PASS,PASS,Anand M.
MCR-0338,BCH-2022-0338,Okra Chips,Line B,2023-07-12 00:00:00,Jul-2023,Priya S.,3525.0,10000,PASS,311.0,500,PASS,,10,PASS,P ASS,Sagar A.
MCR-0339,BCH-2022-0339,  Roasted Corn ,Line C,2023-07-14 00:00:00,Jul-2023,Anand M.,988.0,10000,PASS,334.0,500,PASS,2.0,10,PASS,PASS,Divya N.
MCR-0340,BCH-2022-0340,Chickpea Snacks,Line D,2023-07-16 00:00:00,Jul-2023,Meena R.,2079.0,10000,PASS,216.0,500,PASS,7.5,10,PASS,PASS,Karthik V.
MCR-0341,BCH-2022-0341,Banana Chips,Line E,2023-07-17 00:00:00,Jul-2023,Karthik V.,4648.0,10000,PASS,488.0,500,PASS,7.1,10,PASS,PASS,Meena R.
MCR-0342,BCH-2022-0342,Sweet Potato Chips,Line F,2023-07-20 00:00:00,Jul-2023,Divya N.,3083.0,10000,PASS,221.0,500,PASS,88888.0,10,PASS,PASS,Suresh B.
MCR-0343,BCH-2022-0343,Masala Peanuts,Line A,2023-07-21 00:00:00,Jul-2023,Suresh B.,1936.0,10000,PASS,8.0,500,PASS,4.1,10,PASS,PASS,Ramesh K.
MCR-0344,BCH-2022-0344,Tapioca Crisps,Line B,2023-07-23 00:00:00,Jul-2023,Leena D.,5418.0,10000,PASS,220.0,500,PASS,6.3,10,PASS,PASS,Priya S.
MCR-0345,BCH-2022-0345,Jackfruit Chips,Line C,2023-07-24 00:00:00,Jul-2023,Sagar A.,6300.0,10000,PASS,240.0,500,PASS,5.1,10,PASS,PASS,Anand M.
MCR-0346,BCH-2022-0346,Okra Chips,Line D,2023-07-25 00:00:00,Jul-2023,Priya S.,4983.0,10000,PASS,259.0,500,PASS,4.9,10,PASS,PASS,Sagar A.
MCR-0347,BCH-2022-0347,Roasted Corn,Line E,2023-07-26 00:00:00,Jul-2023,Anand M.,8316.0,10000,PASS,418.0,500,PASS,1.3,10,PASS,PASS,Divya N.
MCR-0348,BCH-2022-0348,Chickpea Snacks,Line F,2023-07-27 00:00:00,Jul-2023,Meena R.,,10000,PASS,222.0,500,PASS,2.2,10,PASS,PASS,Karthik V.
MCR-0349,BCH-2022-0349,Banana Chips,Line A,2023-07-29 00:00:00,Jul-2023,Karthik V.,8163.0,10000,PASS,2225.0,500,FAIL,3.8,10,PASS,FAIL,Meena R.
MCR-0350,BCH-2022-0350,Sweet Potato Chips,Line B,2023-07-30 00:00:00,Jul-2023,Divya N.,5960.0,10000,PASS,320.0,500,PASS,4.6,10,PASS,PASSS,Suresh B.
MCR-0351,BCH-2022-0351,Masala Peanuts,Line C,2023-07-31 00:00:00,Jul-2023,Suresh B.,3636.0,10000,PASS,233.0,500,PASS,1.0,10,PASS,PASS,Ramesh K.
MCR-0352,BCH-2022-0352,Tapioca Crisps,Line D,2023-08-01 00:00:00,Jul-2023,Leena D.,7068.0,10000,PASS,485.0,500,PASS,5.9,10,PASS,PASS,Priya S.
MCR-0353,BCH-2022-0353,Jackfruit Chips,Line E,2023-08-02 00:00:00,Aug-2023,Sagar A.,2858.0,10000,PASS,418.0,500,PASS,5.3,10,PASS,PASS,Anand M.
MCR-0354,BCH-2022-0354,Okra Chips,Line F,2023-08-03 00:00:00,Aug-2023,Priya S.,537.0,10000,PASS,271.0,500,PASS,5.5,10,PASS,P ASS,Sagar A.
MCR-0355,BCH-2022-0355,Roasted Corn,Line A,2023-08-04 00:00:00,Aug-2023,Anand M.,-999.0,10000,PASS,26.0,500,PASS,0.6,10,PASS,PASS,Divya N.
MCR-0356,BCH-2022-0356,Chickpea Snacks,Line B,2023-08-06 00:00:00,Aug-2023,Meena R.,375.0,10000,PASS,172.0,500,PASS,5.1,10,PASS,PASS,Karthik V.
MCR-0357,BCH-2022-0357,Banana Chips,Line C,2023-08-07 00:00:00,Aug-2023,Karthik V.,,10000,PASS,92.0,500,PASS,7.2,10,PASS,PASS,Meena R.
MCR-0358,BCH-2022-0358,Sweet Potato Chips,Line D,2023-08-08 00:00:00,Aug-2023,Divya N.,36169.0,10000,FAIL,3166.0,500,FAIL,,10,PASS,FAIL,Suresh B.
MCR-0359,BCH-2022-0359,Masala Peanuts,Line E,2023-08-09 00:00:00,Aug-2023,Suresh B.,6483.0,10000,PASS,356.0,500,PASS,,10,PASS,P ASS,Ramesh K.
MCR-0360,BCH-2022-0360,Tapioca Crisps,Line F,2023-08-11 00:00:00,Aug-2023,Leena D.,7315.0,10000,PASS,47.0,500,PASS,4.3,10,PASS,PASS,Priya S.
MCR-0361,BCH-2022-0361,Jackfruit Chips,Line A,2023-08-12 00:00:00,Aug-2023,Sagar A.,6630.0,10000,PASS,222.0,500,PASS,3.4,10,PASS,PASS,Anand M.
MCR-0362,BCH-2022-0362,Okra Chips,Line B,2023-08-13 00:00:00,Aug-2023,Priya S.,9757.0,10000,PASS,130.0,500,PASS,6.0,10,PASS,PASS,Sagar A.
MCR-0363,BCH-2022-0363,Roasted Corn,Line C,2023-08-14 00:00:00,Aug-2023,Anand M.,7149.0,10000,PASS,20.0,500,PASS,0.2,10,PASS,PASS,Divya N.
MCR-0364,BCH-2022-0364,Chickpea Snacks,Line D,2023-08-15 00:00:00,Aug-2023,Meena R.,9500.0,10000,PASS,63.0,500,PASS,2.2,10,PASS,PASS,Karthik V.
MCR-0365,BCH-2022-0365,Banana Chips,Line E,2023-08-16 00:00:00,Aug-2023,Karthik V.,1190.0,10000,PASS,230.0,500,PASS,4.3,10,PASS,PASS,Meena R.
MCR-0366,BCH-2022-0366,Sweet Potato Chips,Line F,2023-08-17 00:00:00,Aug-2023,Divya N.,6879.0,10000,PASS,292.0,500,PASS,6.7,10,PASS,PASS,Suresh B.
MCR-0367,BCH-2022-0367,  Masala Peanuts ,Line A,2023-08-18 00:00:00,Aug-2023,Suresh B.,6353.0,10000,PASS,219.0,500,PASS,3.6,10,PASS,PASS,Ramesh K.
MCR-0368,BCH-2022-0368,Tapioca Crisps,Line B,2023-08-19 00:00:00,Aug-2023,Leena D.,7663.0,10000,PASS,1006.0,500,FAIL,0.3,10,PASS,FAIL,Priya S.
MCR-0369,BCH-2022-0369,  Jackfruit Chips ,Line C,2023-08-20 00:00:00,Aug-2023,Sagar A.,6547.0,10000,PASS,206.0,500,PASS,3.6,10,PASS,pass ,Anand M.
MCR-0370,BCH-2022-0370,Okra Chips,Line D,2023-08-21 00:00:00,Aug-2023,Priya S.,2120.0,10000,PASS,358.0,500,PASS,6.3,10,PASS,PASS,Sagar A.
MCR-0371,BCH-2022-0371,  Roasted Corn ,Line E,2023-08-22 00:00:00,Aug-2023,Anand M.,9425.0,10000,PASS,205.0,500,PASS,2.6,10,PASS,PASS,Divya N.
MCR-0372,BCH-2022-0372,Chickpea Snacks,Line F,2023-08-23 00:00:00,Aug-2023,Meena R.,,10000,FAIL,272.0,500,PASS,6.6,10,PASS,FAILL,Karthik V.
MCR-0373,BCH-2022-0373,Banana Chips,Line A,2023-08-24 00:00:00,Aug-2023,Karthik V.,8365.0,10000,PASS,9.0,500,PASS,0.9,10,PASS,PASS,Meena R.
MCR-0374,BCH-2022-0374,Sweet Potato Chips,Line B,2023-08-26 00:00:00,Aug-2023,Divya N.,1167.0,10000,PASS,210.0,500,PASS,5.4,10,PASS,PASS,Suresh B.
MCR-0375,BCH-2022-0375,Masala Peanuts,Line C,2023-08-29 00:00:00,Aug-2023,Suresh B.,4836.0,10000,PASS,4843.0,500,FAIL,2.9,10,PASS,FAIL,Ramesh K.
MCR-0376,BCH-2022-0376,Tapioca Crisps,Line D,2023-09-01 00:00:00,Aug-2023,Leena D.,4142.0,10000,PASS,433.0,500,PASS,3.1,10,PASS,PASS,Priya S.
MCR-0377,BCH-2022-0377,Jackfruit Chips,Line E,2023-09-03 00:00:00,Sep-2023,Sagar A.,1931.0,10000,PASS,114.0,500,PASS,6.6,10,PASS,PASS,Anand M.
MCR-0378,BCH-2022-0378,Okra Chips,Line F,2023-09-04 00:00:00,Sep-2023,Priya S.,,10000,PASS,256.0,500,PASS,1.9,10,PASS,PASS,Sagar A.
MCR-0379,BCH-2022-0379,Roasted Corn,Line A,2023-09-05 00:00:00,Sep-2023,Anand M.,8646.0,10000,PASS,471.0,500,PASS,6.6,10,PASS,PASS,Divya N.
MCR-0380,BCH-2022-0380,Chickpea Snacks,Line B,2023-09-06 00:00:00,Sep-2023,Meena R.,9349.0,10000,PASS,168.0,500,PASS,2.2,10,PASS,PASS,Karthik V.
MCR-0381,BCH-2022-0381,Banana Chips,Line C,2023-09-07 00:00:00,Sep-2023,Karthik V.,8813.0,10000,PASS,409.0,500,PASS,3.3,10,PASS,PASS,Meena R.
MCR-0382,BCH-2022-0382,Sweet Potato Chips,Line D,2023-09-10 00:00:00,Sep-2023,Divya N.,1319.0,10000,PASS,124.0,500,PASS,4.4,10,PASS,PASS,Suresh B.
MCR-0383,BCH-2022-0383,Masala Peanuts,Line E,2023-09-13 00:00:00,Sep-2023,Suresh B.,1939.0,10000,PASS,58.0,500,PASS,7.2,10,PASS,PASS,Ramesh K.
MCR-0384,BCH-2022-0384,Tapioca Crisps,Line F,2023-09-14 00:00:00,Sep-2023,Leena D.,2592.0,10000,PASS,110.0,500,PASS,2.1,10,PASS,PASS,Priya S.
MCR-0385,BCH-2022-0385,Jackfruit Chips,Line A,2023-09-15 00:00:00,Sep-2023,Sagar A.,43833.0,10000,FAIL,306.0,500,PASS,7.4,10,PASS,F-Line Error,Anand M.
MCR-0386,BCH-2022-0386,Okra Chips,Line B,2023-09-16 00:00:00,Sep-2023,Priya S.,8192.0,10000,PASS,339.0,500,PASS,5.5,10,PASS,PASS,Sagar A.
MCR-0387,BCH-2022-0387,Roasted Corn,Line C,2023-09-21 00:00:00,Sep-2023,Anand M.,7954.0,10000,PASS,213.0,500,PASS,3.8,10,PASS,PASS,Divya N.
MCR-0388,BCH-2022-0388,  Chickpea Snacks ,Line D,2023-09-22 00:00:00,Sep-2023,Meena R.,2482.0,10000,PASS,127.0,500,PASS,4.6,10,PASS,PASS,Karthik V.
MCR-0389,BCH-2022-0389,Banana Chips,Line E,2023-09-23 00:00:00,Sep-2023,Karthik V.,1159.0,10000,PASS,62.0,500,PASS,1.1,10,PASS,PASS,Meena R.
MCR-0390,BCH-2022-0390,Sweet Potato Chips,Line F,2023-09-25 00:00:00,Sep-2023,Divya N.,7319.0,10000,PASS,198.0,500,PASS,0.7,10,PASS,PASS,Suresh B.
MCR-0391,BCH-2022-0391,  Masala Peanuts ,Line A,2023-09-28 00:00:00,Sep-2023,Suresh B.,1271.0,10000,PASS,52.0,500,PASS,0.8,10,PASS,PASS,Ramesh K.
MCR-0392,BCH-2022-0392,Tapioca Crisps,Line B,2023-09-30 00:00:00,Sep-2023,Leena D.,2819.0,10000,PASS,255.0,500,PASS,5.0,10,PASS,PASS,Priya S.
MCR-0393,BCH-2022-0393,Jackfruit Chips,Line C,2023-10-01 00:00:00,Sep-2023,Sagar A.,6903.0,10000,PASS,22.0,500,PASS,6.9,10,PASS,PASS,Anand M.
MCR-0394,BCH-2022-0394,Okra Chips,Line D,2023-10-02 00:00:00,Oct-2023,Priya S.,932.0,10000,PASS,113.0,500,PASS,4.3,10,PASS,PASS,Sagar A.
MCR-0395,BCH-2022-0395,Roasted Corn,Line E,2023-10-03 00:00:00,Oct-2023,Anand M.,1039.0,10000,PASS,53.0,500,PASS,1.6,10,PASS,PASS,Divya N.
MCR-0396,BCH-2022-0396,Chickpea Snacks,Line F,2023-10-04 00:00:00,Oct-2023,Meena R.,1451.0,10000,PASS,392.0,500,PASS,2.4,10,PASS,PASS,Karthik V.
MCR-0397,BCH-2022-0397,Banana Chips,Line A,2023-10-05 00:00:00,Oct-2023,Karthik V.,6870.0,10000,PASS,195.0,500,PASS,3.7,10,PASS,PASS,Meena R.
MCR-0398,BCH-2022-0398,Sweet Potato Chips,Line B,2023-10-06 00:00:00,Oct-2023,Divya N.,6059.0,10000,PASS,248.0,500,PASS,1.8,10,PASS,PASS,Suresh B.
MCR-0399,BCH-2022-0399,Masala Peanuts,Line C,2023-10-07 00:00:00,Oct-2023,Suresh B.,2718.0,10000,PASS,270.0,500,PASS,6.3,10,PASS,PASS,Ramesh K.
MCR-0400,BCH-2022-0400,Tapioca Crisps,Line D,2023-10-08 00:00:00,Oct-2023,Leena D.,57716.0,10000,FAIL,301.0,500,PASS,,10,PASS,FAILL,Priya S.
MCR-0401,BCH-2022-0401,  Jackfruit Chips ,Line E,2023-10-10 00:00:00,Oct-2023,Sagar A.,5156.0,10000,PASS,,500,PASS,7.0,10,PASS,PASS,Anand M.
MCR-0402,BCH-2022-0402,Okra Chips,Line F,2023-10-11 00:00:00,Oct-2023,Priya S.,721.0,10000,PASS,200.0,500,PASS,1.1,10,PASS,PASS,Sagar A.
MCR-0403,BCH-2022-0403,Roasted Corn,Line A,2023-10-12 00:00:00,Oct-2023,Anand M.,1661.0,10000,PASS,91.0,500,PASS,,10,PASS,P ASS,Divya N.
MCR-0404,BCH-2022-0404,Chickpea Snacks,Line B,2023-10-13 00:00:00,Oct-2023,Meena R.,2345.0,10000,PASS,39.0,500,PASS,4.0,10,PASS,PASS,Karthik V.
MCR-0405,BCH-2022-0405,Banana Chips,Line C,2023-10-14 00:00:00,Oct-2023,Karthik V.,813.0,10000,PASS,98.0,500,PASS,2.9,10,PASS,PASS,Meena R.
MCR-0406,BCH-2022-0406,Sweet Potato Chips,Line D,2023-10-15 00:00:00,Oct-2023,Divya N.,3423.0,10000,PASS,146.0,500,PASS,6.7,10,PASS,PASS,Suresh B.
MCR-0407,BCH-2022-0407,Masala Peanuts,Line E,2023-10-16 00:00:00,Oct-2023,Suresh B.,5575.0,10000,PASS,135.0,500,PASS,6.8,10,PASS,PASS,Ramesh K.
MCR-0408,BCH-2022-0408,Tapioca Crisps,Line F,2023-10-17 00:00:00,Oct-2023,Leena D.,,10000,PASS,12.0,500,PASS,2.3,10,PASS,PASS,Priya S.
MCR-0409,BCH-2022-0409,Jackfruit Chips,Line A,2023-10-20 00:00:00,Oct-2023,Sagar A.,7596.0,10000,PASS,4258.0,500,FAIL,6.2,10,PASS,FAIL,Anand M.
MCR-0410,BCH-2022-0410,Okra Chips,Line B,2023-10-21 00:00:00,Oct-2023,Priya S.,4560.0,10000,PASS,94.0,500,PASS,3.4,10,PASS,PASS,Sagar A.
MCR-0411,BCH-2022-0411,Roasted Corn,Line C,2023-10-22 00:00:00,Oct-2023,Anand M.,1099.0,10000,PASS,23.0,500,PASS,3.2,10,PASS,P ASS,Divya N.
MCR-0412,BCH-2022-0412,Chickpea Snacks,Line D,2023-10-27 00:00:00,Oct-2023,Meena R.,6012.0,10000,PASS,11.0,500,PASS,,10,PASS,PASS,Karthik V.
MCR-0413,BCH-2022-0413,Banana Chips,Line E,2023-10-28 00:00:00,Oct-2023,Karthik V.,3043.0,10000,PASS,386.0,500,PASS,3.9,10,PASS,PASS,Meena R.
MCR-0414,BCH-2022-0414,Sweet Potato Chips,Line F,2023-10-29 00:00:00,Oct-2023,Divya N.,687.0,10000,PASS,395.0,500,PASS,4.6,10,PASS,PASS,Suresh B.
MCR-0415,BCH-2022-0415,Masala Peanuts,Line A,2023-10-30 00:00:00,Oct-2023,Suresh B.,4966.0,10000,PASS,76.0,500,PASS,1.3,10,PASS,PASS,Ramesh K.
MCR-0416,BCH-2022-0416,Tapioca Crisps,Line B,2023-10-31 00:00:00,Oct-2023,Leena D.,8399.0,10000,PASS,254.0,500,PASS,2.8,10,PASS,PAAS,Priya S.
MCR-0417,BCH-2022-0417,Jackfruit Chips,Line C,2023-11-01 00:00:00,Oct-2023,Sagar A.,7456.0,10000,PASS,150.0,500,PASS,7.3,10,PASS,PASS,Anand M.
MCR-0418,BCH-2022-0418,Okra Chips,Line D,2023-11-03 00:00:00,Nov-2023,Priya S.,3791.0,10000,PASS,21.0,500,PASS,1.3,10,PASS,PASS,Sagar A.
MCR-0419,BCH-2022-0419,Roasted Corn,Line E,2023-11-04 00:00:00,Nov-2023,Anand M.,8029.0,10000,PASS,7.0,500,PASS,4.2,10,PASS,PASS,Divya N.
MCR-0420,BCH-2022-0420,Chickpea Snacks,Line F,2023-11-06 00:00:00,Nov-2023,Meena R.,6116.0,10000,PASS,141.0,500,PASS,5.6,10,PASS,PASS,Karthik V.
MCR-0421,BCH-2023-0421,Banana Chips,Line A,2023-11-09 00:00:00,Nov-2023,Karthik V.,11135.0,10000,FAIL,169.0,500,PASS,2.3,10,PASS,FAIL,Meena R.
MCR-0422,BCH-2023-0422,Sweet Potato Chips,Line B,2023-11-11 00:00:00,Nov-2023,Divya N.,2357.0,10000,PASS,282.0,500,PASS,1.9,10,PASS,PASS,Suresh B.
MCR-0423,BCH-2023-0423,Masala Peanuts,Line C,2023-11-12 00:00:00,Nov-2023,Suresh B.,6028.0,10000,PASS,398.0,500,PASS,4.6,10,PASS,PASS,Ramesh K.
MCR-0424,BCH-2023-0424,Tapioca Crisps,Line D,2023-11-14 00:00:00,Nov-2023,Leena D.,1332.0,10000,PASS,84.0,500,PASS,2.9,10,PASS,PASS,Priya S.
MCR-0425,BCH-2023-0425,Jackfruit Chips,Line E,2023-11-15 00:00:00,Nov-2023,Sagar A.,958.0,10000,PASS,126.0,500,PASS,1.0,10,PASS,PASS,Anand M.
MCR-0426,BCH-2023-0426,Okra Chips,Line F,2023-11-16 00:00:00,Nov-2023,Priya S.,3226.0,10000,PASS,272.0,500,PASS,4.2,10,PASS,pass ,Sagar A.
MCR-0427,BCH-2023-0427,  Roasted Corn ,Line A,2023-11-19 00:00:00,Nov-2023,Anand M.,1421.0,10000,PASS,58.0,500,PASS,2.6,10,PASS,PASS,Divya N.
MCR-0428,BCH-2023-0428,Chickpea Snacks,Line B,2023-11-20 00:00:00,Nov-2023,Meena R.,7182.0,10000,PASS,396.0,500,PASS,4.5,10,PASS,PASS,Karthik V.
MCR-0429,BCH-2023-0429,Banana Chips,Line C,2023-11-21 00:00:00,Nov-2023,Karthik V.,7267.0,10000,PASS,427.0,500,PASS,7.1,10,PASS,pass ,Meena R.
MCR-0430,BCH-2023-0430,Sweet Potato Chips,Line D,2023-11-22 00:00:00,Nov-2023,Divya N.,8237.0,10000,PASS,163.0,500,PASS,0.7,10,PASS,PASS,Suresh B.
MCR-0431,BCH-2023-0431,Masala Peanuts,Line E,2023-11-23 00:00:00,Nov-2023,Suresh B.,22443.0,10000,FAIL,337.0,500,PASS,2.5,10,PASS,FAIL,Ramesh K.
MCR-0432,BCH-2023-0432,Tapioca Crisps,Line F,2023-11-26 00:00:00,Nov-2023,Leena D.,2825.0,10000,PASS,55.0,500,PASS,3.7,10,PASS,PASS,Priya S.
MCR-0433,BCH-2023-0433,Jackfruit Chips,Line A,2023-11-28 00:00:00,Nov-2023,Sagar A.,7032.0,10000,PASS,62.0,500,PASS,3.3,10,PASS,PASS,Anand M.
MCR-0434,BCH-2023-0434,  Okra Chips ,Line B,2023-11-29 00:00:00,Nov-2023,Priya S.,3177.0,10000,PASS,427.0,500,PASS,4.8,10,PASS,PASS,Sagar A.
MCR-0435,BCH-2023-0435,Roasted Corn,Line C,2023-12-02 00:00:00,Dec-2023,Anand M.,7891.0,10000,PASS,248.0,500,PASS,6.1,10,PASS,PASS,Divya N.
MCR-0436,BCH-2023-0436,Chickpea Snacks,Line D,2023-12-05 00:00:00,Dec-2023,Meena R.,4178.0,10000,PASS,267.0,500,PASS,7.0,10,PASS,PASS,Karthik V.
MCR-0437,BCH-2023-0437,Banana Chips,Line E,2023-12-06 00:00:00,Dec-2023,Karthik V.,3685.0,10000,PASS,295.0,500,PASS,7.4,10,PASS,pass ,Meena R.
MCR-0438,BCH-2023-0438,Sweet Potato Chips,Line F,2023-12-07 00:00:00,Dec-2023,Divya N.,1238.0,10000,PASS,1773.0,500,FAIL,3.2,10,PASS,FAIL,Suresh B.
MCR-0439,BCH-2023-0439,Masala Peanuts,Line A,2023-12-10 00:00:00,Dec-2023,Suresh B.,17259.0,10000,FAIL,333.0,500,PASS,3.9,10,PASS,FAIL,Ramesh K.
MCR-0440,BCH-2023-0440,Tapioca Crisps,Line B,2023-12-11 00:00:00,Dec-2023,Leena D.,6425.0,10000,PASS,190.0,500,PASS,,10,PASS,PASS,Priya S.
MCR-0441,BCH-2023-0441,Jackfruit Chips,Line C,2023-12-12 00:00:00,Dec-2023,Sagar A.,7706.0,10000,PASS,181.0,500,PASS,4.1,10,PASS,PASS,Anand M.
MCR-0442,BCH-2023-0442,Okra Chips,Line D,2023-12-13 00:00:00,Dec-2023,Priya S.,3009.0,10000,PASS,80.0,500,PASS,3.1,10,PASS,PASS,Sagar A.
MCR-0443,BCH-2023-0443,Roasted Corn,Line E,2023-12-15 00:00:00,Dec-2023,Anand M.,224.0,10000,PASS,409.0,500,PASS,6.9,10,PASS,PASS,Divya N.
MCR-0444,BCH-2023-0444,Chickpea Snacks,Line F,2023-12-17 00:00:00,Dec-2023,Meena R.,3640.0,10000,PASS,426.0,500,PASS,2.5,10,PASS,PASS,Karthik V.
MCR-0445,BCH-2023-0445,Banana Chips,Line A,2023-12-18 00:00:00,Dec-2023,Karthik V.,1165.0,10000,PASS,375.0,500,PASS,7.0,10,PASS,PASS,Meena R.
MCR-0446,BCH-2023-0446,Sweet Potato Chips,Line B,2023-12-19 00:00:00,Dec-2023,Divya N.,49684.0,10000,FAIL,478.0,500,PASS,4.5,10,PASS,FAIL,Suresh B.
MCR-0447,BCH-2023-0447,Masala Peanuts,Line C,2023-12-20 00:00:00,Dec-2023,Suresh B.,1495.0,10000,PASS,,500,PASS,1.4,10,PASS,PASS,Ramesh K.
MCR-0448,BCH-2023-0448,Tapioca Crisps,Line D,2023-12-23 00:00:00,Dec-2023,Leena D.,5340.0,10000,PASS,367.0,500,PASS,0.6,10,PASS,PASS,Priya S.
MCR-0449,BCH-2023-0449,Jackfruit Chips,Line E,2023-12-24 00:00:00,Dec-2023,Sagar A.,7171.0,10000,PASS,52.0,500,PASS,1.9,10,PASS,PASS,Anand M.
MCR-0450,BCH-2023-0450,Okra Chips,Line F,2023-12-25 00:00:00,Dec-2023,Priya S.,646.0,10000,PASS,5.0,500,PASS,0.8,10,PASS,PASS,Sagar A.
MCR-0451,BCH-2023-0451,Roasted Corn,Line A,2024-01-01 00:00:00,Dec-2023,Anand M.,2476.0,10000,PASS,338.0,500,PASS,1.5,10,PASS,PASS,Divya N.
MCR-0452,BCH-2023-0452,Chickpea Snacks,Line B,2024-01-02 00:00:00,Jan-2024,Meena R.,3860.0,10000,PASS,319.0,500,PASS,0.5,10,PASS,PASS,Karthik V.
MCR-0453,BCH-2023-0453,Banana Chips,Line C,2024-01-03 00:00:00,Jan-2024,Karthik V.,6674.0,10000,PASS,245.0,500,PASS,2.9,10,PASS,PASS,Meena R.
MCR-0454,BCH-2023-0454,Sweet Potato Chips,Line D,2024-01-04 00:00:00,Jan-2024,Divya N.,1829.0,10000,PASS,164.0,500,PASS,3.0,10,PASS,PASS,Suresh B.
MCR-0455,BCH-2023-0455,Masala Peanuts,Line E,2024-01-05 00:00:00,Jan-2024,Suresh B.,1154.0,10000,PASS,200.0,500,PASS,1.0,10,PASS,PASS,Ramesh K.
MCR-0456,BCH-2023-0456,Tapioca Crisps,Line F,2024-01-06 00:00:00,Jan-2024,Leena D.,1849.0,10000,PASS,189.0,500,PASS,1.9,10,PASS,PASS,Priya S.
MCR-0457,BCH-2023-0457,Jackfruit Chips,Line A,2024-01-07 00:00:00,Jan-2024,Sagar A.,,10000,PASS,252.0,500,PASS,3.0,10,PASS,PASS,Anand M.
MCR-0458,BCH-2023-0458,Okra Chips,Line B,2024-01-08 00:00:00,Jan-2024,Priya S.,8162.0,10000,PASS,207.0,500,PASS,6.3,10,PASS,PASS,Sagar A.
